text,label
is an encouraging debut feature,1
touching love story,1
sympathy and intelligence,1
"It 's rare to find a film to which the adjective ` gentle ' applies ,",1
"The most remarkable -LRB- and frustrating -RRB- thing about World Traveler ,",0
Mr. Wollter and Ms. Seldhal give strong and convincing performances,1
the ups and downs of friendships,1
a convincing case that one woman 's broken heart outweighs all the loss we witness,1
entertaining ride,1
makes an unusual but pleasantly haunting debut behind the camera,1
"'s ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts",1
"wry , winning , if languidly paced , meditation",1
stylish but steady,1
"In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .",0
Although I did n't hate this one,1
is more engaging than the usual fantasies Hollywood produces .,1
a good performance,1
90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed,0
"All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",0
interesting and,1
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause",1
that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad,0
captures them by freeing them from artefact,1
symbolic,1
It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .,0
a Jackie Chan movie,1
lighthearted glow,1
"that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",1
Awesome work,1
population,1
has definite weaknesses,0
the best ensemble casts,1
well worth revisiting as many times as possible,1
is still quite good-natured,1
falls prey to the contradiction that afflicts so many movies about writers .,0
"other , better movies",0
Del Toro has brought unexpected gravity to Blade II,1
be relegated to a dark video store corner,0
is actually funny,1
", the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",1
's pathetic,0
is on his way to becoming the American Indian Spike Lee,1
finest films,1
may have many agendas,1
nothing in this flat effort that will amuse or entertain them,0
exhausting family drama,0
"evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .",1
great writer,1
just has too much on its plate to really stay afloat for its just under ninety minute running time .,0
The logic,1
toothless Dog,0
showing them heartbreakingly drably,0
particular New Yorkers deeply touched by an unprecedented tragedy,1
best possible senses,1
too discouraging to let slide,0
dumb but occasionally,0
"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",1
the worst excesses of nouvelle,0
"or , worse yet , nonexistent --",0
"just a series of carefully choreographed atrocities , which become strangely impersonal and abstract",0
Trouble Every Day is a plodding mess .,0
holds interest,1
the most irresponsible picture ever released by a major film studio .,0
realizes a fullness that does not negate the subject .,1
marvelous first 101,1
What might 've been an exhilarating exploration of an odd love triangle,0
that is surprisingly enjoyable,1
he is always sympathetic .,1
went over my head,0
leave us with a sense of wonder,1
its atmosphere is intriguing,1
entrapment in the maze of modern life,1
which hurts the overall impact of the film,0
achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,1
barn-burningly,0
the disjointed,0
could easily wait for your pay per view dollar,0
"Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",0
a crime movie made by someone who obviously knows nothing about crime,0
original cartoon,1
emotional comfort,1
"finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera",0
"admirable energy ,",1
through Dahmer 's two hours,0
need to be invented to describe exactly how bad it is,0
should come a-knocking,1
hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman,0
-- worst of all --,0
", it tends to speculation , conspiracy theories or , at best , circumstantial evidence",0
seem to understand what made Allen 's romantic comedies so pertinent and enduring,1
It may as well be called `` Jar-Jar Binks : The Movie . '',0
innovators,1
perseverance and,1
"has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",1
is never less than engaging,1
with ` issues ',0
what passes for sex in the movies look like cheap hysterics,0
satisfy the boom-bam crowd without a huge sacrifice of character and mood,1
They presume their audience wo n't sit still for a sociology lesson,0
only drama,0
"In between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .",0
hard to imagine another director ever making his wife look so bad in a major movie,0
"is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach",0
sensual delights and simmering violence,1
The sword fighting is well done,1
", imagination and insight",1
gross-out college comedy,0
it 's waltzed itself into the art film pantheon .,1
"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",1
"in their cheap , B movie way , they succeed",1
Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in,1
"of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing",0
is n't talking a talk that appeals to me,0
At once emotional and richly analytical,1
is a verbal duel between two gifted performers .,1
"manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",1
interesting slice,1
"entertaining , if somewhat standardized , action",1
Absurdities,0
wannabe film --,0
reasonably intelligent,1
unimaginative comedian,0
"has improved upon the first and taken it a step further , richer and deeper",1
"stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",0
could have used a little trimming,0
", it remains brightly optimistic , coming through in the end",1
comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries,0
skilled,1
director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance,1
it is spooky and subtly in love with myth,1
"-LRB- their lamentations are pretty much self-centered -RRB- , there 's something vital about the movie .",1
"that it 's offensive , but that it 's boring",0
"the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",1
Canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,1
"-LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic",0
"those rare films that come by once in a while with flawless amounts of acting , direction , story and pace",1
laconic pace,0
the precious trappings,1
it 's exploitive without being insightful .,0
Santa gives gifts to grownups,1
's thanks to Huston 's revelatory performance .,1
", but I suspect it might deliver again and again .",1
way to make J.K. Rowling 's marvelous series into a deadly bore,0
"Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .",1
as funny for grown-ups as for rugrats,1
Devos and Cassel have tremendous chemistry --,1
any age,1
The rare movie,1
does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue,1
", yet compelling",1
"a lovely , eerie film that casts an odd , rapt spell",1
amusing us,1
stirs us as well .,1
far less,0
providing deep emotional motivation for each and every one of Abagnale 's antics,1
is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year,0
an appealing blend of counter-cultural idealism and hedonistic creativity,1
disagreeable,0
"is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , ''",1
"this odd , inexplicable and unpleasant",0
makes the movie fresh,1
of the Austin Powers films,1
in its final surprising shots,1
a huge disappointment coming,0
"This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .",1
it is doubtful this listless feature will win him any new viewers,0
is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph,1
"watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama",1
for the whole family,1
come to life,1
it almost loses what made you love it,0
A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .,1
interesting and likable,1
While it can be a bit repetitive,0
"The touch is generally light enough and the performances , for the most part , credible .",1
juiced,1
"around a core of flimsy -- or , worse yet , nonexistent -- ideas",0
truly revelatory about his psyche,1
mark it takes an abrupt turn into glucose sentimentality and laughable contrivance,0
the worst titles in recent cinematic history,0
to merely bad rather than painfully awful,0
A party-hearty teen,1
featuring an Oscar-worthy performance,1
First World,1
"Tends to pile too many `` serious issues '' on its plate at times , yet",0
is familiar but enjoyable,1
unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .,0
does her best,1
whipping out the dirty words,0
makes for a touching love story,1
exposes the limitations of his skill and the basic flaws in his vision . ',0
"stuff to stand tall with Pryor , Carlin and Murphy",1
"all awkward , static , and lifeless rumblings",0
", insightfully human",1
"An inexperienced director , Mehta has much to learn .",0
"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",0
is wrong in its sequel .,0
trump card being the dreary mid-section of the film,0
"an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and",1
"It 's leaden and predictable , and",0
"If it 's not entirely memorable , the movie is certainly easy to watch .",1
"much panache , but with material this rich it does n't need it",1
"the oppressive , morally superior good-for-you quality",0
"Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too",1
"to tolerate this insipid , brutally clueless film",0
defies classification,1
"is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",0
will have completely forgotten the movie by the time you get back to your car in the parking lot .,0
vastly improved Germanic version,1
"heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign",0
is more fully,1
"Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",0
You never know where Changing Lanes is going to take you but it 's a heck of a ride,1
"please not only the fanatical adherents on either side , but also people who know nothing about the subject",1
is pretty damned funny .,1
especially thin stretched over the nearly 80-minute running time,0
"bears a grievous but obscure complaint against fathers ,",0
"is clever enough , though thin writing proves its undoing",0
"is hilariously , gloriously alive , and quite often hotter",1
"far-flung , illogical ,",0
interesting character to begin with,1
"on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza",1
"is clever enough ,",1
unrepentantly,0
most of the people who loved the 1989 Paradiso will prefer this new version,1
acting like puppets,0
its surprises limp,0
's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,1
the superficially written characters ramble,0
A moving tale of love and destruction in unexpected places,1
delivers a magnetic performance,1
never quite adds up,0
true wonder,1
may also be the best sex comedy about environmental pollution ever made,1
a video helmer,1
think of this dog of a movie,0
& heart-rate-raising,1
survival wrapped in the heart-pounding suspense of a stylish psychological thriller,1
crushingly self-indulgent spectacle,0
that Chin 's film serves up with style and empathy,1
"Brainless , but",0
loves,1
the Sally Jesse Raphael atmosphere,0
a strong sense of humanism,1
"Presents nothing special and , until the final act , nothing overtly disagreeable",0
pure movie,1
"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",1
of a shameless ` 70s blaxploitation shuck-and-jive sitcom,0
who is in complete denial about his obsessive behavior,0
the level of an after-school TV special,0
nothing at all,0
are actually fascinating,1
format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them,1
"have been benefited from a sharper , cleaner script before it went in front of the camera",1
two-dimensional characters who are anything but compelling,0
will be an enjoyable choice for younger kids .,1
overly melodramatic but,0
hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .,1
because it has a bigger-name cast,1
so much passion,1
entirely stale,0
"The premise of `` Abandon '' holds promise , ... but",1
of the Ya-Ya Sisterhood,1
an intelligent person is n't necessarily an admirable storyteller .,0
delivers .,1
it 's not very well shot or composed or edited,0
"The acting is amateurish , the cinematography is atrocious ,",0
"fun , splashy and entertainingly nasty",1
melodramatic paranormal romance,0
"delightful , if minor , pastry",1
The story has its redundancies,0
a rather shapeless good time,1
straight-ahead thriller,1
is technically sophisticated in the worst way,0
there 's plenty to offend everyone ...,0
Auto Focus feels so distant you might as well be watching it through a telescope .,0
would look like something like this,1
a reason the studio did n't offer an advance screening,0
undeniably fascinating and playful,1
is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors,0
visually compelling,1
Black Hawk Down and We Were Soldiers,1
Astonishing is n't the word --,1
fails to do justice to either effort in three hours of screen time,0
about ten,1
clean fun,1
is admire the ensemble players and wonder what the point of it is,0
"'m happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",1
grows thin,0
"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",0
"'s coherent , well shot , and",1
"replaced with Morph , a cute alien creature who mimics everyone and everything around",1
physical energy,1
discerning taste,1
tepid Star Trek,0
at least a minimal appreciation,1
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style",1
"The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end",1
that encompasses many more paths than we started with,1
stirring tribute,1
"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",1
ho-hum affair,0
"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",1
laborious,0
in terms of the low-grade cheese standards on which it operates,0
satisfying entertainment,1
unfolds with grace and humor and gradually,1
huge fan,1
some serious soul,1
"It 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it .",1
sweet and gentle,1
for the last 15 minutes,0
fascinating character 's,1
Australia is a weirdly beautiful place,1
into parapsychological phenomena and the soulful nuances,1
"This is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .",0
's so muddled and derivative that few will bother thinking it all through,0
comprehend the chasm of knowledge that 's opened between them,1
pulling on heartstrings,1
a deeply unpleasant experience,0
a feat any thinking person is bound to appreciate,1
frustrated and detached,0
Without a fresh infusion of creativity,0
from firing on all cylinders,1
", unimaginative",0
no chemistry or engaging charisma,0
know how to please the eye,1
almost forget the sheer,0
The movie 's downfall,0
layer upon layer,1
an infectious enthusiasm,1
"low-brow humor , gratuitous violence",0
Big Bad Love,1
first real masterpiece,1
pretty decent kid-pleasing,1
aground after being snared in its own tangled plot,0
quirky and fearless ability,1
have you talking 'til the end of the year,1
is painfully bad,0
For a debut film,1
An intelligently made,1
the wasted potential of this slapstick comedy,0
"An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 '",1
the best script,1
Great over-the-top,1
-- and disposable story --,0
everything seem self-consciously poetic and forced,0
this equally derisive clunker is fixated on the spectacle of small-town competition .,0
"one of Mr. Chabrol 's subtlest works , but also one of his most uncanny",1
"is what it is -- a nice , harmless date film ...",1
"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ...",1
ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant,0
"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes",1
"is depressing , ruthlessly pained and depraved",1
"less by wow factors than by its funny , moving yarn that holds up well after two decades",1
of the film with a creepy and dead-on performance,1
comin ' at ya -- as if fearing that his film is molto superficiale,0
said that Warm Water Under a Red Bridge is a poem to the enduring strengths of women,1
ai n't what it used to be,0
"from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed",0
"How good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .",1
"feels secondhand , familiar -- and not in a good way",0
of soliloquies about nothing delivered by the former Mr. Drew Barrymore,0
's brilliant,1
historic,1
There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,1
centers,1
gorgeously made,1
"I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",0
"perfectly acceptable , occasionally very enjoyable children 's",1
deadly bore,0
rich with human events,1
is more likely to induce sleep than fright,0
humdrum life by some Freudian puppet,0
in a joyous communal festival of rhythm,1
"Cheap ,",0
"The story is predictable , the jokes are typical Sandler fare , and the romance with Ryder is puzzling .",0
playful spark,1
film compels,1
it 's a pale imitation .,0
", dramatically forceful , and beautifully shot",1
"a lot of static set ups , not much camera movement , and most of the scenes",0
lots of cool stuff packed into ESPN 's Ultimate X.,1
"scruffy , dopey old",0
make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story,1
exuberant openness,1
standoffish to everyone else,0
"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",1
emptiness,0
which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche,0
"With jump cuts , fast editing and lots of pyrotechnics , Yu clearly hopes to camouflage how bad his movie is .",0
A rote exercise in both animation and storytelling,0
makes up for in heart what it lacks in outright newness .,1
as substantial,1
"contrived , lame screenplay",0
the Audience Award for documentaries at the Sundance Film Festival,1
"was , by its moods , and by its subtly transformed star",1
choose to skip it,0
a detailed historical document,1
", maybe I can channel one of my greatest pictures , Drunken Master",1
are often funny fanatics,1
"what it is -- a nice , harmless date film",1
", character-oriented piece",1
"it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian",0
"Brainless , but enjoyably over-the-top ,",1
positively thrilling combination,1
Each of these stories has the potential for Touched by an Angel simplicity and sappiness,0
surprise us with plot twists,1
how serious-minded the film is,1
"it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",1
"hoary dialogue , fluxing accents , and -- worst of all --",0
"The abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here .",0
bad people,0
Goddammit,0
were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story,0
the twisted humor and eye-popping visuals,1
down memory lane,1
be fruitful,1
"Romantic , riveting and handsomely",1
"allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being",1
"style adventure that plays like a bad soap opera , with passable performances from everyone in the cast",0
spook-a-rama,1
his flick-knife diction in the role of Roger Swanson,1
eventually prevail,1
morally ambiguous and nothing to shout about .,0
Just a collection of this and that -- whatever fills time -- with no unified whole .,0
a satisfying movie experience,1
"Watching these two actors play against each other so intensely , but with restraint",1
"families looking for a clean , kid-friendly outing should investigate",1
of soft-core twaddle,0
take on a great writer and dubious human being,1
"has warmth , wit and interesting characters compassionately portrayed",1
a part of us that can not help be entertained by the sight of someone getting away with something,1
gay and lesbian children,0
the viewer expects something special but instead gets -LRB- sci-fi -RRB- rehash .,0
I was entranced .,1
"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",1
sure mainstream audiences will be baffled,0
"a confident , richly acted , emotionally devastating piece",1
tricky and satisfying,1
I wish it would have just gone more over-the-top instead of trying to have it both ways .,0
emerges as another key contribution,1
find a movie character more unattractive or odorous -LRB- than Leon -RRB-,0
"None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens",0
striking style,1
Definitely funny stuff,1
weird,0
the rare common-man artist,1
out mediocre,0
", it 's still not a good movie",0
very best movies,1
old-fashioned in all the best possible ways,1
"is a nervy , risky film",1
"You would n't want to live waydowntown ,",0
have required genuine acting from Ms. Spears,1
attempt to pass this stinker off as a scary movie,0
a rock-solid little genre picture,1
Personal Velocity seems to be idling in neutral,0
that ca n't totally hide its contrivances,0
Just another disjointed,0
"turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count",1
's short on plot but rich in the tiny revelations of real life,1
Not only better than its predecessor,1
're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,0
90-plus years taking the effort to share his impressions of life and loss and time and art with us,1
falls under the category of ` should have been a sketch on Saturday Night Live . ',0
if the movie knew what to do with him,0
hit .,1
is Corcuera 's attention to detail .,1
pleasant enough,1
"Though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of Brown 's life .",1
"credulous , unassuming , subordinate",0
"It 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up",0
"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",1
is nothing special,0
"admirable energy , full-bodied characterizations and narrative urgency",1
"love , racial tension , and other issues that are as valid today",1
an intriguing story of maternal instincts,1
Efficient,1
vehicle to showcase the Canadian 's inane ramblings,0
fairly disposable yet still entertaining B,1
"The story suffers a severe case of oversimplification , superficiality and silliness .",0
show to steal,1
"Spectators will indeed sit open-mouthed before the screen , not screaming but yawning .",0
the number of tumbleweeds blowing through the empty theatres,0
truly magical,1
A battle between bug-eye theatre and dead-eye,0
an ancient librarian,0
well written and directed with brutal honesty and respect for its audience .,1
make it the darling of many a kids-and-family-oriented cable channel,1
see Del Toro has brought unexpected gravity to Blade II,1
the past 20 minutes looking at your watch,0
can drown out the tinny self-righteousness of his voice,0
with tremendous promise,1
unique residences,1
takes its techniques into such fresh territory,1
"is not show-stoppingly hilarious , but scathingly witty",1
maybe twice,1
serious contender,1
want to lie down in a dark room with something cool to my brow,0
the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore,1
slapdash disaster .,0
Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1
comes across as stick figures reading lines from a TelePrompTer,0
the improbable `` Formula 51 '' is somewhat entertaining,1
good-hearted,1
who are alternately touching and funny,1
fanciful,1
that works,1
's a certain style and wit to the dialogue,1
Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...,0
chitchat that only self-aware neurotics engage in,0
"be universal in its themes of loyalty , courage and dedication",1
powerful drama,1
becomes just another revenge film,0
"Any Chekhov is better than no Chekhov ,",1
a nicely,1
really a true `` us '' versus `` them '',1
a sucker,0
affection,1
with crude humor and vulgar innuendo,0
torturing each other psychologically and talking about their genitals in public,0
the trees hooting it 's praises,1
dialogue and preposterous moments,0
The gorgeously elaborate continuation,1
left thinking the only reason to make the movie is because present standards allow for plenty of nudity,0
"business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen",0
engaging characters,1
"Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game",1
abstract approach,1
wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk,0
have a whale of a good time,1
like peace,1
"deadpan cool , wry humor and",1
"That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon -LRB- who is always a joy to watch , even when her material is not first-rate -RRB- ...",1
elaborate futuristic sets to no particularly memorable effect,0
where it 's on slippery footing,0
seriously dumb,0
want to bolt the theater in the first 10 minutes,0
playful respite,1
A backstage must-see,1
was any doubt that Peter O'Fallon did n't have an original bone in his body,0
"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control ,",1
above anything Sandler,1
leave feeling like you 've endured a long workout without your pulse ever racing .,0
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,1
they 'll be treated to an impressive and highly entertaining celebration of its sounds .,1
Dripping with cliche and bypassing no opportunity to trivialize the material,0
heated sexuality,1
"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",1
"is so insanely stupid , so awful in so many ways",0
"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck",0
feel time has decided to stand still,0
Evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,1
", sordid universe",0
Mendes still does n't quite know how to fill a frame .,0
"seen -LRB- Eddie -RRB- Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed",0
Distinctly sub-par ...,0
astounding performance,1
hand viewers a suitcase full of easy answers,0
's about issues most adults have to face in marriage,0
alienation,0
a screwed-up man,0
Finch 's tale provides the forgettable pleasures of a Saturday matinee,1
wrecks any chance of the movie rising above similar fare,0
"is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes",0
"a trenchant , ironic cultural satire instead of a frustrating misfire",1
ourselves and,1
"Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant",0
charming and evoking,1
"the diverse , marvelously twisted shapes history",1
classified as one of those ` alternate reality ',1
Those who want to be jolted out of their gourd should drop everything and run to Ichi .,1
"about changing times , clashing cultures and the pleasures of a well-made pizza",1
"The wonder of Mostly Martha is the performance of Gedeck , who makes Martha enormously endearing .",1
"is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree",1
will turn out,1
"under the skin of a man we only know as an evil , monstrous lunatic",0
reopens an interesting controversy and never succumbs to sensationalism,1
"Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .",1
pull his head out of his butt,0
storytellers,1
"Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",1
may be a bit disjointed,0
this is a remarkably accessible and haunting film .,1
"'s truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible",1
Wendigo wants to be a monster movie for the art-house crowd,0
Simultaneously heartbreakingly beautiful and,1
is a movie that understands characters must come first,1
"a lush , swooning melodrama",1
the waste,0
's defiantly and delightfully against the grain,1
its surprises,1
an invaluable record,1
"may have made a great Saturday Night Live sketch , but a great movie it is not",0
with a hack script,0
pleasantly and,1
"movies , television and the theater",1
"mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .",0
girlish tear ducts does n't mean it 's good enough for our girls,0
"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",0
"is a cinephile 's feast , an invitation to countless interpretations",1
credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson,1
At best this is a film for the under-7 crowd .,0
has some entertainment value - how much depends on how well you like Chris Rock .,1
find love in the most unlikely place,1
both the beauty,1
chronically mixed signals,0
goose things up,1
"Me no lika da accents so good , but",0
miss,0
Rock solid family fun out,1
marked by acute writing and a host of splendid performances,1
"The most opaque , self-indulgent and just plain goofy",0
"does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift",1
"Johnnie To and Wai Ka Fai are -RRB- sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",0
"look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy",0
fetid underbelly,0
a Spielberg trademark,1
"amateurish , quasi-improvised acting exercise",0
overlong and not well-acted,0
Only masochistic moviegoers,0
personal low,0
"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",0
glow,1
perfectly competent,1
"humor , warmth",1
"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .",0
that an epic four-hour Indian musical about a cricket game could be this good,1
a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet,0
an ART FILM,1
"While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .",1
"'s routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny",0
dismiss --,0
fairly basic comedic constructs,1
one-star rating,0
becomes unwatchable,0
Consistently clever and suspenseful,1
veiling tension beneath otherwise tender movements,1
an otherwise good movie marred beyond redemption by a disastrous ending,0
the somewhat predictable plot,0
"Many of the effective horror elements are dampened through familiarity , -LRB- yet -RRB-",0
complicated plotting and banal dialogue,0
sucking you,0
as good a job as anyone,1
from too much Norma Rae and not enough Pretty Woman,0
did they deem it necessary to document all this emotional misery ?,0
puts flimsy flicks like this behind bars,0
the surface histrionics,0
with a variety of quirky characters and an engaging story,1
of admission for the ridicule factor,0
brilliantly constructed work .,1
bouncy,1
"everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0
"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement",1
"a moldy-oldie , not-nearly - as-nasty - as-it",0
The sentimental script has problems,0
directions and descends into such message-mongering moralism that its good qualities are obscured,0
"misguided , and ill-informed , if",0
remains sporadically funny,1
from a stunningly unoriginal premise,0
look easy,1
"as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design",0
A low-key labor of love that strikes a very resonant chord .,1
fleetingly interesting actors ',1
that a good video game movie is going to show up soon,1
"I just saw this movie ... well , it 's probably not accurate to call it a movie",0
